,ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
1761,1762,B,Road,4,5,178,3,low,F,23,1695
5401,5402,F,Ship,5,3,245,4,high,M,8,4129
2739,2740,B,Flight,3,4,132,2,medium,M,12,1493
2472,2473,D,Flight,4,5,156,3,low,F,60,1553
6738,6739,D,Ship,5,5,192,2,low,M,10,5564
6891,6892,B,Ship,5,1,235,5,medium,F,6,1059
7943,7944,F,Flight,4,5,173,4,low,M,7,4978
9685,9686,F,Ship,6,3,262,4,low,F,5,1563
4206,4207,D,Ship,3,3,181,3,low,F,1,5094
6371,6372,F,Ship,3,3,249,2,medium,M,9,4034
9361,9362,F,Ship,5,4,222,6,low,F,9,1003
232,233,C,Ship,5,5,134,2,medium,M,53,1088
8258,8259,A,Ship,4,3,263,5,low,F,10,1762
7561,7562,F,Ship,3,3,165,4,medium,M,2,4176
9795,9796,B,Ship,5,4,222,2,high,M,8,4996
6168,6169,D,Flight,5,2,197,4,high,M,4,4339
3596,3597,A,Ship,4,2,271,3,low,M,9,4085
6288,6289,D,Road,4,5,264,6,low,M,6,1637
4632,4633,D,Road,3,4,202,5,high,M,5,4632
125,126,F,Road,3,3,203,2,low,M,25,3607
7641,7642,B,Ship,4,3,252,4,low,M,2,5226
6229,6230,F,Ship,6,3,278,4,medium,M,4,1716
1296,1297,D,Ship,3,5,191,3,medium,M,54,3890
1976,1977,A,Ship,4,3,162,3,low,M,53,1194
10438,10439,C,Ship,4,1,189,10,medium,F,2,4505
10389,10390,B,Road,4,5,185,2,low,M,6,4610
5750,5751,A,Flight,5,4,250,4,medium,M,4,4531
8152,8153,C,Ship,4,5,254,3,medium,F,3,4404
3086,3087,A,Ship,3,2,223,2,low,M,64,3595
10213,10214,F,Ship,6,1,250,4,medium,M,5,1747
6882,6883,D,Ship,5,3,223,5,medium,M,10,1170
10246,10247,C,Ship,3,1,259,4,low,F,9,4084
7673,7674,F,Flight,4,5,206,4,medium,F,1,1593
3345,3346,B,Ship,4,1,155,4,low,F,1,4985
8172,8173,D,Ship,3,2,279,6,medium,M,1,5855
10371,10372,B,Ship,4,5,170,3,low,M,2,5671
5870,5871,A,Road,3,1,133,3,medium,M,6,5464
6506,6507,A,Ship,4,4,264,6,low,F,6,1758
2797,2798,F,Ship,3,1,225,2,high,F,43,2585
918,919,D,Ship,3,4,188,3,high,M,11,3072
1646,1647,A,Flight,5,4,111,5,medium,F,42,1587
5122,5123,C,Ship,4,5,176,4,medium,M,6,5061
5126,5127,A,Ship,3,5,253,2,low,M,8,5476
4621,4622,F,Ship,3,3,149,4,medium,F,3,5944
6809,6810,F,Ship,3,1,237,3,medium,F,4,5860
364,365,C,Ship,6,2,146,3,low,F,62,1936
2125,2126,F,Ship,3,1,152,2,low,F,25,1848
8150,8151,A,Ship,3,3,164,3,high,M,9,5070
8717,8718,F,Ship,5,1,193,6,medium,F,4,5964
55,56,F,Ship,2,5,246,5,low,M,46,2437
638,639,A,Ship,6,2,269,4,medium,M,38,3171
302,303,A,Ship,3,4,241,2,low,M,57,3671
5811,5812,B,Ship,5,4,285,2,low,M,2,4505
1276,1277,C,Ship,5,3,169,4,medium,F,37,1290
4432,4433,C,Ship,4,4,143,2,medium,F,3,5630
3644,3645,A,Ship,4,5,171,4,medium,F,4,4151
4143,4144,B,Ship,3,4,122,3,high,F,10,4880
2878,2879,C,Flight,3,2,224,3,medium,M,63,2085
6493,6494,F,Ship,7,3,133,5,low,F,4,1783
5240,5241,A,Ship,5,3,248,3,medium,M,10,5567
10357,10358,F,Ship,2,4,226,3,low,M,9,4098
6937,6938,F,Ship,4,2,271,3,medium,F,4,4186
7240,7241,C,Road,4,5,148,3,high,F,6,5473
9945,9946,B,Ship,6,5,157,5,low,F,10,1133
10160,10161,A,Ship,3,1,274,4,medium,M,4,4057
2593,2594,F,Road,3,2,140,3,low,F,42,1465
2393,2394,F,Ship,4,3,158,3,low,M,18,1036
523,524,F,Road,3,1,155,3,medium,F,47,1193
6376,6377,C,Ship,3,4,188,4,medium,M,5,5216
6981,6982,B,Road,5,4,212,2,low,F,9,4925
6677,6678,F,Ship,4,4,231,3,low,M,9,4305
3900,3901,D,Ship,3,2,220,3,medium,M,8,4148
10606,10607,C,Ship,4,4,209,3,high,F,5,5979
5585,5586,F,Ship,5,4,261,6,medium,F,4,5349
10307,10308,F,Ship,4,2,225,2,medium,F,5,5943
7956,7957,D,Flight,5,5,229,6,low,F,6,1857
7570,7571,C,Ship,3,3,157,4,low,F,2,5715
6777,6778,B,Ship,5,1,249,3,medium,F,5,4392
10161,10162,B,Ship,3,4,174,2,low,M,7,4596
671,672,F,Road,3,3,266,2,medium,M,46,3594
4188,4189,D,Ship,4,5,263,5,low,M,9,5731
666,667,D,Road,5,2,254,4,high,M,37,2608
3266,3267,A,Road,3,1,216,4,medium,F,4,4416
1887,1888,B,Ship,3,5,203,3,low,F,58,3231
8472,8473,D,Road,3,3,227,3,medium,M,3,5644
9911,9912,F,Ship,5,5,267,5,low,F,1,1352
9091,9092,F,Ship,4,3,251,5,medium,M,2,1482
7687,7688,F,Flight,3,4,164,10,medium,F,10,4134
6031,6032,F,Flight,5,1,262,5,low,M,1,1488
6090,6091,D,Ship,4,2,249,3,low,F,6,5051
6238,6239,C,Ship,4,4,268,4,low,M,5,5647
7350,7351,D,Ship,4,2,262,3,low,M,2,4015
7830,7831,D,Ship,4,5,149,2,low,M,2,5724
760,761,C,Ship,5,3,235,2,medium,F,12,3358
6254,6255,A,Ship,6,1,282,4,low,M,1,1434
1906,1907,C,Road,4,1,148,3,high,F,23,1814
3818,3819,A,Road,4,3,247,10,high,M,10,5882
6269,6270,F,Ship,7,4,302,5,medium,M,7,1503
4300,4301,C,Ship,5,4,196,3,medium,M,2,5427
5569,5570,F,Ship,2,1,214,3,high,M,1,4391
7941,7942,B,Flight,4,3,225,8,low,M,8,4718
4164,4165,D,Ship,5,4,157,4,low,M,9,4840
5971,5972,F,Ship,6,3,202,4,medium,F,6,4249
3579,3580,B,Ship,6,5,163,4,high,M,3,5118
2832,2833,D,Ship,2,2,168,5,medium,F,1,1885
5449,5450,F,Ship,5,3,169,4,low,F,4,5683
3472,3473,C,Ship,5,4,134,3,medium,M,4,4908
6327,6328,B,Ship,5,2,135,3,medium,M,9,5173
137,138,F,Flight,3,5,162,2,medium,M,7,1739
7043,7044,F,Ship,4,5,135,3,low,F,3,4760
4892,4893,A,Ship,5,1,246,3,low,F,3,5013
2180,2181,A,Road,4,1,242,3,high,M,47,3489
7730,7731,A,Ship,4,5,247,5,low,M,9,1499
3177,3178,B,Ship,2,1,274,10,high,F,1,5622
4854,4855,D,Ship,2,5,284,3,medium,M,6,4575
4637,4638,F,Road,3,4,190,4,medium,F,7,5963
5115,5116,B,Ship,3,2,207,3,medium,F,1,4369
10241,10242,F,Ship,4,3,257,3,low,M,8,5944
7648,7649,C,Road,4,4,262,2,medium,M,1,4357
4261,4262,F,Flight,5,1,171,4,medium,F,9,4418
1331,1332,F,Ship,4,4,255,2,medium,M,29,2267
10209,10210,B,Ship,3,1,158,5,low,M,4,1171
7002,7003,D,Flight,4,1,173,4,low,F,5,5530
9550,9551,C,Ship,6,5,204,3,medium,M,7,4119
6941,6942,F,Ship,4,1,264,2,low,F,3,5258
8017,8018,F,Ship,4,5,237,5,low,M,2,1357
6241,6242,F,Ship,4,5,153,2,low,M,1,4492
9521,9522,F,Ship,5,3,234,6,medium,F,8,5003
10985,10986,F,Ship,5,1,229,5,low,F,10,1040
6881,6882,F,Ship,5,2,262,6,medium,F,4,1532
4530,4531,D,Flight,3,3,183,3,low,M,4,5322
4673,4674,F,Flight,3,5,206,4,medium,M,10,4321
6996,6997,D,Flight,3,2,286,6,high,F,5,5588
1252,1253,C,Ship,5,5,226,3,medium,F,65,3840
3374,3375,A,Ship,4,1,157,2,medium,M,3,5801
2814,2815,D,Ship,3,3,214,2,low,M,28,3869
4719,4720,B,Ship,3,5,190,3,low,M,9,4468
6544,6545,C,Ship,6,3,286,4,low,M,5,1750
10040,10041,A,Ship,5,2,146,3,low,F,5,4725
4858,4859,C,Ship,5,4,193,4,high,F,4,5757
7901,7902,F,Ship,5,2,182,3,low,F,10,4128
8580,8581,D,Ship,4,2,233,4,high,F,6,5256
8427,8428,B,Ship,2,2,271,4,medium,M,9,4066
1077,1078,B,Road,4,3,252,2,medium,F,51,2658
10176,10177,D,Ship,6,3,277,4,medium,F,6,1433
4363,4364,F,Road,4,2,231,3,high,M,3,5112
770,771,A,Ship,3,4,179,4,low,F,44,1004
8865,8866,B,Ship,2,3,258,5,low,F,6,1727
249,250,B,Road,5,5,161,5,high,F,54,1511
9766,9767,C,Ship,5,2,182,4,medium,F,9,5159
7239,7240,B,Road,3,5,142,3,low,F,2,4619
3419,3420,F,Road,5,5,158,3,medium,M,7,5559
10015,10016,F,Flight,3,4,245,2,medium,F,1,4427
4976,4977,A,Ship,4,5,261,3,high,F,2,4954
4544,4545,A,Ship,6,4,265,4,low,F,9,1511
5565,5566,B,Ship,4,1,173,2,medium,F,8,4893
7939,7940,F,Road,4,1,154,10,high,M,10,5674
716,717,A,Ship,5,3,236,3,high,F,47,3519
10626,10627,D,Ship,5,4,180,2,low,F,9,5208
2048,2049,A,Road,3,2,185,2,high,F,49,3864
5997,5998,B,Ship,5,3,259,5,low,M,2,1730
6600,6601,D,Ship,6,4,297,5,high,M,6,1631
7245,7246,B,Road,3,5,205,4,low,M,2,5294
4178,4179,A,Ship,3,2,150,3,low,M,1,5825
4809,4810,B,Flight,2,5,198,2,medium,M,4,1913
10440,10441,D,Ship,4,4,187,3,high,M,6,4567
7140,7141,D,Flight,5,5,223,5,medium,F,5,1678
7190,7191,A,Ship,5,2,303,4,low,F,9,1224
1460,1461,A,Ship,4,1,240,3,low,M,50,2430
5989,5990,F,Ship,4,2,134,3,low,F,9,4214
9860,9861,A,Flight,3,2,247,3,low,M,3,4338
2000,2001,A,Ship,4,3,135,3,medium,F,11,1322
8175,8176,B,Ship,3,5,193,3,medium,F,4,5817
404,405,A,Road,5,3,213,4,medium,F,50,2003
384,385,D,Road,4,3,236,2,high,M,23,3123
10403,10404,F,Road,4,4,264,6,medium,F,6,1748
10445,10446,F,Ship,5,5,239,6,low,M,9,1417
1633,1634,F,Road,5,2,266,7,low,F,12,2056
10517,10518,F,Ship,5,5,141,3,low,M,4,4534
4784,4785,A,Road,3,5,267,2,high,M,1,4195
10414,10415,C,Flight,4,5,259,5,medium,M,2,1066
6970,6971,C,Road,4,3,206,2,low,M,9,5076
3925,3926,F,Ship,6,1,251,4,low,M,2,5656
4158,4159,D,Ship,2,4,100,4,low,M,3,5398
7449,7450,B,Ship,5,2,223,5,low,M,2,1232
8415,8416,B,Ship,4,1,260,5,low,M,1,5559
2193,2194,B,Flight,3,2,272,3,medium,F,40,3766
10016,10017,A,Flight,3,5,184,3,medium,F,9,4969
1015,1016,F,Ship,3,4,186,2,low,M,63,3447
5124,5125,D,Ship,3,3,154,2,medium,F,1,5746
7418,7419,A,Ship,4,4,254,5,low,M,9,1654
7409,7410,F,Flight,5,4,266,5,medium,M,8,1592
8989,8990,F,Ship,4,4,174,2,low,F,1,4541
2871,2872,B,Road,3,5,194,4,medium,F,21,2695
9,10,B,Flight,3,2,164,3,medium,F,29,1187
10136,10137,A,Flight,3,4,174,3,low,F,3,5366
1838,1839,A,Ship,4,1,253,3,low,M,31,3632
4804,4805,C,Flight,6,2,152,2,low,F,9,1993
255,256,B,Road,2,2,148,3,high,F,35,1349
7026,7027,D,Ship,6,3,114,4,high,F,10,5865
5713,5714,F,Ship,5,2,280,3,high,F,8,5858
3324,3325,D,Ship,3,2,237,3,low,M,8,5287
7714,7715,C,Ship,5,2,228,5,low,M,6,1726
1581,1582,B,Ship,5,1,167,2,low,M,62,1884
924,925,D,Ship,4,1,161,2,high,F,41,1992
2779,2780,F,Ship,5,4,167,7,medium,F,43,1619
7891,7892,F,Ship,4,4,166,2,low,M,8,5192
6132,6133,D,Ship,3,3,208,5,low,F,10,4258
5320,5321,C,Road,4,4,186,3,low,F,2,4430
7312,7313,C,Ship,2,3,197,2,medium,F,2,4277
7102,7103,C,Road,5,2,275,5,low,F,10,1924
6042,6043,D,Flight,5,5,271,5,low,F,4,1667
3775,3776,F,Ship,4,2,283,7,high,F,9,5252
4835,4836,F,Ship,4,4,176,2,medium,F,1,5793
4964,4965,A,Ship,4,1,177,2,medium,M,6,5566
539,540,F,Road,4,4,266,4,medium,F,33,2701
7483,7484,F,Ship,6,4,284,4,low,M,7,1584
2745,2746,B,Flight,2,4,159,3,medium,M,47,1547
3719,3720,F,Ship,3,1,252,4,high,M,4,4303
6819,6820,B,Ship,6,5,261,4,low,F,9,1266
9337,9338,F,Ship,4,3,184,7,medium,M,5,5920
4468,4469,C,Ship,3,1,193,3,medium,M,3,5154
667,668,F,Road,3,1,237,4,low,M,33,2782
7575,7576,B,Ship,4,4,259,3,low,F,8,4223
8549,8550,F,Ship,6,5,278,4,low,M,2,1167
5063,5064,F,Road,4,2,209,2,medium,F,9,5131
1353,1354,B,Road,3,2,158,3,medium,F,39,1512
7114,7115,C,Road,4,4,245,4,medium,F,6,5051
10753,10754,F,Ship,4,5,245,5,low,M,8,1841
8662,8663,C,Ship,7,5,293,4,low,F,2,1080
2703,2704,B,Ship,3,4,185,2,low,F,62,2849
3330,3331,D,Ship,6,3,224,6,high,M,8,5661
8053,8054,F,Ship,7,4,269,4,medium,M,5,1073
9588,9589,D,Flight,2,1,181,4,low,F,2,4747
3584,3585,A,Ship,5,5,244,2,low,M,10,5794
10395,10396,B,Road,3,2,286,6,high,F,1,5035
5645,5646,F,Ship,2,3,247,4,low,M,5,5725
3376,3377,C,Ship,4,1,244,2,low,F,3,4644
1256,1257,A,Ship,2,2,180,3,low,M,33,1217
6190,6191,C,Ship,4,5,180,2,medium,F,1,4332
9442,9443,C,Road,5,4,217,5,low,F,8,1803
5348,5349,A,Flight,4,1,263,4,low,M,9,4390
4175,4176,F,Ship,3,2,179,2,high,F,8,5589
4910,4911,A,Road,2,1,188,2,low,M,5,5250
1852,1853,C,Ship,3,5,190,10,medium,F,27,2739
6316,6317,C,Flight,7,3,310,4,medium,F,8,1497
10840,10841,C,Ship,3,1,139,2,medium,M,2,4534
2105,2106,F,Ship,4,5,237,2,medium,F,60,3427
133,134,F,Flight,5,4,280,6,medium,F,51,3582
5029,5030,F,Ship,6,5,294,4,medium,F,2,1273
928,929,C,Ship,3,2,180,4,medium,M,55,1165
823,824,F,Flight,5,3,178,2,medium,F,60,1830
7576,7577,C,Ship,5,3,156,4,low,F,9,4098
1531,1532,F,Ship,3,4,271,2,low,M,14,2163
1214,1215,A,Road,3,3,270,4,low,F,18,2397
504,505,D,Ship,5,3,162,2,low,F,14,1045
10188,10189,D,Ship,5,4,243,5,medium,F,4,1813
6530,6531,A,Ship,4,4,251,4,low,F,1,4252
3072,3073,D,Ship,5,3,254,2,medium,M,4,3297
10150,10151,C,Flight,4,5,228,5,low,M,2,1996
9576,9577,D,Road,3,4,192,4,medium,M,3,4030
9086,9087,A,Ship,6,3,218,6,high,M,8,5879
8647,8648,F,Flight,6,1,285,4,low,F,3,1448
6619,6620,F,Ship,3,3,279,4,low,M,3,4620
9273,9274,B,Ship,3,3,150,3,medium,M,9,5852
3709,3710,F,Flight,4,1,219,5,medium,M,5,5253
10550,10551,A,Flight,6,3,165,4,low,F,10,5965
4849,4850,F,Ship,4,5,261,2,low,M,3,4119
4748,4749,A,Ship,5,3,199,10,medium,F,1,5865
4268,4269,A,Ship,4,4,201,2,medium,F,8,5790
10866,10867,D,Ship,4,3,185,2,low,M,3,5914
8905,8906,F,Flight,5,3,238,5,low,M,1,1871
4186,4187,C,Ship,4,4,133,2,medium,F,4,4724
5301,5302,B,Ship,5,4,244,3,medium,F,3,4015
2923,2924,F,Ship,4,3,134,3,high,F,22,1629
6588,6589,D,Flight,6,1,273,4,medium,F,6,1524
1810,1811,C,Ship,4,2,274,2,low,M,11,3013
3486,3487,D,Ship,3,4,201,3,low,F,6,5722
7419,7420,B,Ship,5,5,242,5,medium,M,3,1444
3141,3142,B,Road,6,2,153,5,low,F,1,4597
10019,10020,F,Ship,4,4,145,2,medium,M,9,5070
9347,9348,F,Ship,3,5,193,10,high,M,6,5247
1324,1325,C,Ship,3,5,171,3,medium,F,24,1300
4312,4313,C,Ship,3,5,150,4,medium,F,8,4433
7494,7495,D,Ship,4,5,269,5,low,F,3,1118
8702,8703,A,Ship,4,3,228,3,medium,F,1,5408
9872,9873,A,Flight,3,5,161,3,low,F,4,5629
8691,8692,B,Ship,4,2,150,2,low,F,2,5301
10462,10463,C,Ship,4,5,259,5,low,F,9,1951
10048,10049,C,Ship,3,1,171,4,medium,F,6,5398
9580,9581,C,Road,6,2,239,4,medium,F,7,4589
5541,5542,B,Ship,4,4,260,2,low,M,3,5801
6172,6173,C,Flight,5,1,225,3,low,M,8,4539
1540,1541,C,Ship,6,5,111,6,high,F,28,1216
9409,9410,F,Ship,7,1,264,4,medium,F,5,1238
2681,2682,F,Ship,3,4,258,3,low,F,55,2777
10870,10871,C,Ship,4,3,125,4,medium,M,7,4203
6313,6314,F,Flight,4,4,256,5,low,M,9,1622
1191,1192,B,Ship,4,5,171,3,low,F,21,1683
5293,5294,F,Ship,2,1,275,2,low,F,5,4163
1542,1543,D,Ship,3,5,160,2,medium,F,41,1495
7056,7057,D,Ship,3,1,226,2,low,M,4,4804
2539,2540,F,Ship,2,5,252,2,low,F,21,2070
953,954,F,Road,3,1,160,10,medium,F,29,1952
7241,7242,F,Road,4,5,129,5,medium,M,7,5554
6731,6732,F,Ship,5,2,246,3,medium,F,10,5110
4846,4847,C,Ship,5,4,267,2,low,M,7,5292
6801,6802,B,Ship,3,1,180,7,medium,M,10,5536
8010,8011,D,Ship,5,3,238,5,high,M,7,1848
4330,4331,C,Ship,5,2,168,4,low,M,10,5373
8924,8925,A,Ship,6,1,307,4,low,F,3,1977
5334,5335,D,Road,5,3,111,4,medium,F,8,4575
7330,7331,C,Ship,4,1,200,3,low,M,5,4686
9348,9349,D,Ship,6,2,255,4,low,M,9,1157
4729,4730,F,Ship,5,3,251,2,low,M,9,4458
6541,6542,F,Ship,6,4,283,4,low,F,10,1512
5305,5306,F,Ship,4,2,146,2,medium,M,4,4348
5161,5162,F,Ship,4,3,130,3,medium,F,3,4317
7860,7861,D,Ship,4,2,139,3,medium,M,10,4648
2156,2157,A,Ship,3,1,150,2,low,M,9,1158
1062,1063,D,Ship,4,2,272,4,low,M,62,2307
1167,1168,B,Ship,4,1,227,2,high,M,60,3080
3636,3637,D,Ship,5,3,249,3,medium,M,10,5001
7651,7652,F,Road,5,2,233,4,medium,F,9,5539
5588,5589,A,Ship,4,4,189,4,medium,F,9,5838
7192,7193,C,Ship,4,4,229,6,low,M,2,1279
4491,4492,B,Ship,5,1,174,3,low,M,10,4008
7266,7267,D,Flight,4,5,223,3,medium,M,7,5832
4980,4981,D,Ship,3,1,165,3,high,F,10,4208
8335,8336,F,Road,5,4,236,5,medium,F,2,1664
10945,10946,F,Road,5,2,257,6,low,M,3,1379
4946,4947,A,Flight,5,2,131,5,low,F,4,4600
2782,2783,C,Ship,4,4,173,3,medium,F,61,1609
717,718,B,Ship,4,1,241,2,low,F,39,2935
10011,10012,B,Flight,4,2,253,2,low,F,4,4502
2502,2503,D,Ship,3,4,140,2,medium,M,48,1102
4360,4361,C,Road,4,5,142,2,low,M,2,5150
4171,4172,F,Ship,3,2,159,2,medium,F,3,4876
8082,8083,D,Flight,4,4,115,3,medium,M,7,4609
10739,10740,F,Ship,5,3,242,5,low,F,9,1716
395,396,F,Road,4,4,183,3,low,M,29,3251
7186,7187,C,Ship,6,1,264,4,medium,M,1,1273
10932,10933,D,Ship,4,2,261,5,low,F,8,1235
4492,4493,C,Ship,4,4,252,4,medium,F,4,4832
1365,1366,B,Flight,3,1,167,3,low,M,1,1252
10558,10559,C,Flight,3,5,214,2,medium,F,4,4077
8787,8788,B,Ship,3,4,151,3,medium,F,3,4938
5917,5918,F,Ship,5,1,252,3,medium,M,2,4339
4968,4969,D,Ship,3,3,269,3,high,M,8,5910
2914,2915,C,Ship,4,4,207,2,medium,F,14,2945
5644,5645,C,Ship,4,2,192,3,low,F,3,4130
3766,3767,C,Ship,5,2,156,4,low,M,8,5014
3440,3441,A,Flight,4,5,178,2,high,M,5,5403
7357,7358,F,Ship,2,4,268,4,low,M,5,4400
6806,6807,A,Ship,6,5,285,7,medium,M,9,4112
9879,9880,B,Flight,6,3,245,4,low,F,3,1982
2143,2144,F,Ship,3,1,154,2,medium,F,56,1300
5104,5105,C,Ship,2,5,175,5,low,F,8,4269
5073,5074,B,Flight,3,1,203,2,low,M,2,4647
1571,1572,F,Ship,5,2,151,4,low,M,12,1145
4079,4080,F,Ship,5,4,160,3,high,M,2,5876
1122,1123,D,Ship,4,1,181,4,low,F,46,2399
2786,2787,A,Ship,3,5,206,3,medium,M,21,3746
2967,2968,B,Ship,6,2,236,4,low,F,61,3140
2504,2505,A,Ship,2,2,190,8,medium,M,33,3448
5988,5989,D,Ship,5,2,233,7,medium,F,8,5519
8867,8868,F,Ship,4,5,246,5,low,F,2,1024
7164,7165,D,Ship,5,4,225,5,low,M,7,1476
728,729,A,Ship,5,2,149,4,medium,M,48,1068
7587,7588,B,Ship,4,1,201,6,medium,F,8,5529
7543,7544,F,Flight,4,4,155,3,medium,M,6,5033
412,413,C,Flight,4,3,142,4,medium,M,12,1396
9708,9709,D,Road,7,5,244,4,low,M,2,1330
5745,5746,B,Road,4,3,189,3,medium,F,4,4410
7668,7669,D,Flight,5,3,269,5,low,F,3,1667
825,826,B,Flight,4,5,160,3,low,M,33,1837
3267,3268,B,Road,2,3,242,2,medium,F,1,5892
3974,3975,A,Flight,4,1,150,3,low,F,10,4470
8808,8809,D,Ship,4,4,263,3,medium,M,1,5283
8306,8307,A,Ship,5,4,252,5,low,M,9,1133
417,418,B,Flight,5,5,133,3,low,M,63,1218
9817,9818,F,Ship,4,4,207,3,medium,F,1,4019
6748,6749,C,Ship,2,1,248,6,low,F,2,5182
8967,8968,B,Ship,4,1,238,4,medium,F,10,4860
2082,2083,D,Ship,5,4,215,2,medium,M,34,2713
8945,8946,F,Ship,4,1,171,2,medium,F,1,5717
3373,3374,F,Ship,3,4,186,2,medium,F,9,5841
5726,5727,A,Ship,6,4,290,4,medium,M,10,1366
4107,4108,B,Flight,3,5,108,2,low,F,10,5559
4380,4381,D,Flight,5,1,255,4,medium,M,9,4881
7723,7724,F,Ship,6,1,293,4,low,F,10,1534
1066,1067,C,Ship,3,4,165,2,low,M,48,1706
3913,3914,F,Ship,3,3,212,3,medium,F,10,5935
5536,5537,C,Ship,6,2,245,4,low,F,8,1904
8002,8003,C,Ship,5,4,229,6,low,F,9,1733
5387,5388,F,Ship,5,2,226,3,medium,M,6,4700
5732,5733,A,Road,3,4,247,3,low,M,10,5749
2738,2739,A,Flight,5,4,226,3,low,F,46,3149
5052,5053,D,Road,4,1,133,2,medium,M,1,5274
4000,4001,C,Ship,4,5,160,6,low,F,4,4684
9760,9761,C,Ship,3,2,268,4,low,M,6,4415
2427,2428,B,Ship,4,3,223,3,low,M,35,2715
6833,6834,F,Road,3,2,220,3,medium,M,7,4555
10123,10124,F,Road,4,2,162,6,low,F,4,4094
1687,1688,F,Ship,5,1,258,2,medium,F,48,3717
851,852,F,Ship,4,5,170,2,low,F,57,1533
6303,6304,B,Flight,6,5,301,4,low,F,3,1958
9087,9088,B,Ship,3,3,250,3,low,M,9,4993
5878,5879,C,Road,4,2,268,3,medium,M,1,4927
8527,8528,F,Ship,4,5,224,2,low,M,8,5871
2839,2840,F,Ship,4,1,177,2,low,F,22,1698
4611,4612,B,Ship,3,4,219,2,medium,M,7,4883
9540,9541,D,Ship,5,1,189,2,medium,M,8,5219
9207,9208,B,Ship,5,2,229,3,low,F,3,4916
9823,9824,F,Ship,5,5,239,3,low,M,5,4122
2489,2490,F,Ship,5,3,148,3,medium,F,48,1099
6905,6906,F,Ship,6,3,306,4,high,F,5,1261
7390,7391,C,Road,3,5,223,7,high,M,8,4178
2849,2850,F,Ship,2,2,177,5,low,M,36,1249
6665,6666,F,Ship,4,5,157,3,medium,M,2,5791
5881,5882,F,Road,3,4,143,3,low,F,1,4392
10262,10263,A,Road,3,3,220,3,low,M,7,5323
4452,4453,D,Ship,5,2,173,4,medium,M,4,5363
9949,9950,F,Ship,6,3,259,4,high,F,7,1208
7421,7422,F,Ship,7,5,278,4,low,M,1,1210
9827,9828,F,Ship,5,4,143,2,low,M,1,5872
6484,6485,C,Ship,3,5,240,7,medium,F,9,5525
2479,2480,F,Flight,3,1,257,2,low,F,45,3496
6617,6618,F,Ship,4,4,251,6,medium,M,4,1869
10457,10458,F,Ship,4,3,242,6,low,M,5,1411
2141,2142,F,Ship,3,3,261,3,medium,M,14,3479
5188,5189,C,Road,3,1,221,3,high,M,3,5005
10680,10681,D,Road,5,3,132,3,low,M,7,4462
2744,2745,A,Flight,6,4,249,5,medium,M,43,3078
7253,7254,F,Road,3,4,168,3,medium,M,5,5183
3506,3507,A,Ship,4,3,192,3,medium,F,10,4086
1679,1680,F,Ship,5,2,265,2,high,M,24,2415
4249,4250,F,Flight,4,3,243,2,low,F,6,5892
3147,3148,B,Flight,4,2,272,3,high,F,6,4559
8130,8131,D,Ship,5,4,176,3,medium,M,10,5456
10486,10487,C,Ship,6,4,206,5,medium,F,10,1680
7004,7005,A,Ship,4,3,221,2,low,F,6,4114
580,581,C,Ship,3,3,214,2,low,M,21,3342
9662,9663,A,Ship,6,4,292,4,medium,F,1,1372
4070,4071,A,Ship,4,4,129,6,medium,F,7,4873
3343,3344,F,Ship,5,1,255,3,medium,F,6,5715
7404,7405,D,Flight,4,1,228,5,low,F,6,1727
3672,3673,D,Road,4,1,251,3,low,F,4,4374
559,560,F,Flight,5,2,271,3,medium,M,32,3785
5237,5238,F,Ship,3,1,176,3,low,F,7,4276
7805,7806,F,Flight,3,2,219,6,low,F,9,5263
512,513,A,Ship,5,4,160,4,low,F,6,1603
1081,1082,F,Road,6,3,270,3,low,F,56,3251
1664,1665,A,Ship,3,5,204,3,low,F,45,2513
9204,9205,D,Ship,3,3,187,6,low,F,2,4549
1931,1932,F,Flight,4,1,210,2,medium,F,7,3405
10640,10641,A,Ship,3,5,169,3,low,M,1,4636
1150,1151,C,Ship,3,4,148,10,high,F,12,1779
2838,2839,D,Ship,4,5,232,2,low,M,54,2526
5949,5950,B,Ship,4,3,198,7,medium,F,1,5315
8308,8309,C,Ship,4,1,263,5,low,M,3,1777
8932,8933,C,Ship,6,3,258,4,medium,M,9,1924
10768,10769,C,Ship,4,1,237,5,medium,M,5,1154
5177,5178,F,Ship,3,2,226,4,medium,F,8,5225
830,831,A,Flight,4,4,201,3,high,F,7,2644
8311,8312,F,Ship,4,1,237,5,low,F,5,1041
4752,4753,D,Ship,3,4,272,8,high,F,10,4070
10737,10738,B,Ship,5,3,229,5,low,F,1,1424
10698,10699,D,Flight,5,4,251,4,low,M,8,4190
635,636,F,Ship,5,3,266,2,low,F,61,2118
4465,4466,F,Ship,6,2,182,3,low,M,7,4371
6799,6800,F,Ship,3,4,265,10,low,M,10,4049
7987,7988,F,Ship,4,2,225,8,low,F,8,5623
7079,7080,F,Ship,3,5,221,3,medium,M,7,4741
6966,6967,D,Road,2,3,215,2,medium,F,3,5052
4142,4143,A,Ship,3,1,149,2,medium,F,7,4147
7027,7028,F,Ship,4,4,214,2,high,F,1,4117
9183,9184,B,Flight,5,1,247,5,low,M,10,1562
